distance_km,weather_severity,road_type,season,cargo_weight_kg,driver_experience_yrs,departure_hour,is_delayed
440,1,highway,winter,7033,26,20,0
384,2,highway,summer,17127,23,15,0
678,4,rural,spring,13255,2,16,1
568,3,rural,summer,1365,6,18,1
186,3,highway,fall,11673,7,7,0
737,3,highway,summer,5829,18,5,1
547,4,rural,winter,1103,17,21,1
776,5,highway,summer,6256,12,5,1
526,5,highway,winter,11754,12,18,1
643,2,highway,spring,4518,23,18,0
272,5,rural,summer,5692,18,13,0
421,5,rural,spring,2515,22,14,0
451,3,highway,spring,10350,11,13,0
492,3,rural,summer,3880,16,8,0
539,2,rural,winter,4270,29,12,1
664,1,highway,spring,6329,27,16,1
322,2,highway,spring,2113,21,21,0
575,2,highway,summer,13647,11,20,0
208,4,rural,summer,16045,27,9,0
201,4,highway,summer,18763,12,13,0
669,2,rural,summer,5872,24,5,1
237,2,highway,summer,11038,11,9,0
147,2,rural,fall,648,18,16,0
180,5,highway,summer,2254,13,21,0
220,4,highway,winter,7878,6,10,0
232,2,rural,spring,14091,12,5,0
413,3,rural,winter,9871,5,17,0
88,3,rural,winter,13279,23,8,1
576,5,highway,fall,10295,18,21,1
546,5,rural,summer,19936,18,14,1
565,1,highway,spring,6192,3,13,0
398,1,highway,winter,4718,18,14,0
446,1,highway,summer,5303,8,5,0
771,5,highway,summer,19261,15,18,0
210,5,highway,fall,12172,26,10,0
65,5,rural,fall,3682,3,12,1
542,3,highway,fall,11509,5,8,1
475,5,rural,spring,14828,7,10,0
157,3,highway,winter,3086,26,5,0
499,1,highway,fall,3148,28,6,0
360,1,highway,fall,7813,23,5,0
788,1,rural,fall,18601,15,7,0
219,2,rural,winter,13044,4,10,0
595,2,rural,winter,7907,20,10,0
463,4,rural,fall,17754,21,20,0
300,4,highway,fall,15734,9,19,0
190,4,highway,summer,15512,22,6,0
323,2,rural,fall,10235,12,18,0
465,2,highway,spring,13925,28,17,0
657,4,highway,spring,16198,25,18,1
788,4,highway,fall,15821,13,17,0
88,5,highway,winter,13146,6,10,0
78,4,highway,summer,5393,28,6,0
526,5,highway,winter,9976,19,20,1
367,3,highway,fall,17770,5,13,0
294,2,highway,spring,19142,6,18,0
797,4,highway,summer,4882,4,9,0
746,2,highway,winter,2285,20,20,1
321,2,rural,winter,13530,17,20,1
489,2,highway,fall,12235,22,17,0
797,3,highway,summer,17179,11,21,1
288,1,rural,spring,10745,5,8,1
426,4,highway,fall,3097,26,11,1
315,1,highway,summer,17564,0,10,0
408,1,rural,winter,824,3,7,1
389,1,highway,fall,15660,18,21,1
438,2,rural,winter,13114,11,8,0
626,5,rural,winter,1486,14,19,1
738,2,rural,fall,1260,2,17,1
52,2,highway,fall,12385,22,17,0
478,1,highway,fall,9728,26,12,0
191,2,highway,fall,17790,27,9,0
425,1,highway,fall,5999,25,20,1
719,5,highway,winter,864,19,15,1
373,4,highway,spring,8527,27,7,1
195,1,highway,spring,14032,7,19,0
342,5,highway,fall,14908,10,14,0
714,4,highway,winter,16605,15,7,0
481,3,highway,spring,8439,8,20,0
754,1,rural,spring,14436,2,11,0
634,1,highway,spring,9761,4,17,0
448,3,highway,winter,16363,19,5,0
393,3,rural,fall,13061,13,14,0
189,1,highway,fall,10947,27,14,0
236,3,highway,fall,14672,25,9,0
110,2,highway,summer,12378,14,17,0
429,4,rural,summer,12911,5,13,0
759,4,highway,summer,19965,26,11,1
489,4,highway,winter,5948,25,10,1
368,2,highway,spring,2607,3,11,0
351,3,rural,spring,8428,7,11,0
393,5,highway,winter,15734,18,5,0
60,3,highway,winter,19817,26,19,0
111,1,rural,fall,16810,4,12,1
275,4,highway,fall,19713,12,16,1
202,3,rural,summer,14028,15,15,0
760,5,highway,summer,13813,0,20,1
613,1,rural,winter,2059,12,5,1
620,2,highway,summer,18625,21,16,0
633,2,rural,spring,15667,10,4,0
709,5,rural,winter,15843,20,14,1
624,1,highway,winter,6330,7,8,1
359,4,highway,spring,8023,24,4,1
292,3,highway,fall,17509,7,16,0
542,1,highway,fall,18574,23,11,0
415,2,highway,spring,16024,27,9,0
379,5,highway,spring,13785,13,20,0
156,5,highway,summer,11473,12,15,1
275,3,highway,winter,3506,2,4,0
267,5,highway,summer,4802,3,6,0
555,5,rural,spring,17972,26,17,1
308,1,highway,summer,5111,19,11,0
566,4,highway,spring,9872,14,14,0
103,3,highway,summer,14580,14,17,0
96,1,highway,summer,15582,29,11,0
776,4,highway,fall,15141,26,6,0
738,1,highway,spring,10593,20,10,1
570,1,highway,summer,8878,12,7,1
148,5,rural,winter,2097,8,19,1
69,4,highway,summer,12100,27,16,0
622,3,rural,summer,4247,24,8,0
539,3,rural,winter,14379,9,8,0
468,4,rural,spring,19554,28,7,1
739,5,rural,fall,13517,11,5,0
111,2,highway,fall,19464,13,16,0
194,1,highway,fall,7932,0,19,1
265,5,rural,winter,19390,13,5,0
52,4,highway,summer,5225,13,20,1
209,1,highway,spring,10937,7,8,0
788,3,rural,summer,13769,15,21,1
169,2,rural,fall,13592,13,21,0
138,3,rural,summer,7502,0,11,0
378,4,rural,winter,6631,15,18,1
629,1,rural,winter,13761,17,16,0
406,4,highway,spring,13112,6,16,0
659,1,rural,spring,5037,14,19,0
316,5,highway,fall,13591,23,16,0
666,2,highway,spring,2835,16,5,0
372,5,rural,summer,4821,18,6,0
684,5,highway,winter,13754,22,18,1
590,4,highway,winter,19869,12,16,1
698,2,highway,winter,1059,8,8,0
244,1,rural,spring,1213,23,9,0
787,1,highway,winter,5093,23,17,0
381,3,rural,winter,15684,14,7,1
219,1,highway,winter,15761,24,10,0
570,4,rural,fall,756,25,7,1
512,5,rural,fall,15074,2,5,1
89,5,highway,spring,537,23,10,0
586,5,highway,winter,10764,0,6,1
310,2,highway,spring,13197,15,18,0
444,1,rural,winter,9152,7,4,1
275,4,rural,winter,16430,28,5,1
173,2,rural,winter,2332,22,13,0
87,3,highway,spring,16017,12,19,0
377,4,rural,spring,5667,7,18,0
300,4,rural,winter,932,16,18,1
225,4,rural,summer,4651,21,17,0
651,5,rural,spring,15412,22,17,0
503,4,highway,fall,6911,13,9,0
86,1,highway,spring,18635,26,17,0
365,4,rural,winter,756,20,20,1
737,5,rural,summer,1171,29,21,1
642,4,highway,winter,989,20,20,1
163,3,highway,fall,7389,6,19,0
89,3,highway,spring,12406,26,11,0
350,5,highway,spring,18980,14,10,0
273,1,highway,winter,18566,15,15,0
367,1,rural,winter,13103,18,12,0
398,2,rural,fall,2960,5,17,0
164,5,highway,summer,5029,22,4,1
747,4,highway,fall,2475,0,13,1
372,5,highway,summer,3716,11,20,0
617,2,highway,spring,14767,17,20,1
89,5,rural,summer,10081,15,20,1
89,5,rural,summer,5015,11,7,1
798,2,highway,spring,12548,19,20,1
338,1,rural,spring,10276,12,21,1
311,4,rural,spring,3463,7,5,0
265,2,rural,fall,7286,26,11,0
196,3,highway,spring,14366,28,16,0
385,1,rural,winter,6700,29,18,0
217,3,highway,spring,17860,25,12,0
141,1,highway,spring,7845,21,6,0
402,4,highway,spring,545,0,6,1
620,4,highway,summer,1693,25,5,1
620,5,highway,fall,5012,20,4,0
730,3,highway,spring,17130,6,17,0
412,1,highway,fall,9483,14,20,0
606,4,rural,winter,1136,28,16,1
394,2,rural,winter,4275,21,18,0
742,4,highway,spring,2921,12,17,0
219,2,rural,winter,13525,12,5,1
405,1,rural,fall,9780,27,10,0
240,4,rural,summer,4683,8,20,0
716,4,highway,spring,11851,23,21,1
471,1,rural,winter,17596,14,9,1
749,4,rural,fall,5823,3,11,0
56,2,rural,fall,13388,12,5,1
182,4,highway,winter,4144,26,4,1
796,3,highway,fall,16642,11,19,0
606,5,rural,fall,8273,4,10,1
80,2,highway,spring,11278,6,14,0
584,3,highway,fall,13001,7,18,0
475,1,highway,winter,14909,4,16,0
443,2,rural,spring,2608,8,5,0
721,5,rural,winter,4114,13,17,1
412,5,highway,summer,10751,25,9,0
486,1,rural,winter,12178,11,12,1
719,1,highway,winter,14867,3,10,1
600,2,rural,spring,4832,19,21,0
131,4,rural,fall,12502,28,12,1
405,1,rural,winter,16200,7,7,1
307,4,rural,spring,14269,16,12,1
767,3,highway,summer,7463,7,7,1
638,5,rural,spring,8338,20,15,1
573,4,highway,spring,12899,28,7,1
344,5,rural,fall,12743,29,17,0
273,4,rural,winter,2345,26,10,1
574,3,rural,summer,14442,0,16,0
95,1,highway,spring,17266,19,11,0
716,3,rural,winter,4612,1,8,0
162,1,highway,winter,13280,3,15,0
282,1,highway,spring,16190,23,16,0
66,5,rural,winter,10588,20,17,0
409,3,highway,spring,2009,0,21,0
272,4,rural,spring,12904,6,7,0
749,3,highway,spring,2078,0,21,1
497,5,highway,summer,17763,8,10,1
414,1,rural,spring,19046,2,18,0
724,5,highway,fall,14606,11,9,1
375,2,highway,winter,10340,18,19,0
516,2,rural,summer,13431,14,11,0
463,4,highway,winter,1859,21,19,1
504,5,rural,summer,4742,15,19,0
635,4,highway,fall,16964,9,6,1
282,4,rural,summer,19616,21,20,1
273,2,rural,summer,3209,28,12,0
461,4,rural,summer,19306,26,6,1
621,2,highway,winter,13291,26,10,0
384,1,rural,spring,17551,5,21,0
271,5,rural,winter,19380,28,15,1
86,4,rural,spring,3999,16,19,0
327,2,highway,winter,12190,20,20,0
245,3,rural,fall,8580,27,18,0
533,4,rural,fall,1689,21,4,1
291,1,highway,summer,14408,23,5,0
373,1,highway,fall,13251,28,11,0
780,3,rural,summer,15214,16,5,1
241,2,highway,spring,1525,20,12,0
66,4,rural,fall,571,18,12,0
573,2,rural,spring,6046,17,16,0
450,1,rural,winter,3185,10,9,1
754,2,highway,spring,9885,23,18,0
71,1,highway,winter,18732,6,18,0
523,2,rural,spring,11076,9,21,0
169,3,highway,spring,2522,6,10,0
259,5,rural,fall,16331,4,14,1
355,3,highway,spring,13440,11,11,0
319,3,highway,fall,18182,15,9,0
753,5,highway,fall,4602,28,11,0
736,5,highway,summer,17788,24,5,0
334,4,rural,summer,3526,20,19,0
765,4,highway,winter,7209,17,10,1
725,3,highway,spring,6469,2,13,0
276,3,highway,winter,3120,19,15,1
430,1,highway,spring,3146,14,20,0
509,1,highway,summer,5365,4,10,0
56,4,rural,summer,2789,12,11,1
78,4,highway,spring,7870,18,10,0
82,1,highway,spring,14354,11,7,0
695,1,highway,summer,10177,29,6,0
128,2,rural,summer,11843,22,18,0
508,2,highway,winter,18324,20,7,1
619,1,highway,summer,1265,4,12,0
587,2,rural,spring,13171,5,16,1
531,5,highway,winter,16658,6,21,1
479,4,highway,spring,4592,25,19,0
787,4,highway,fall,13475,9,4,1
334,1,rural,winter,9841,15,7,1
565,3,highway,spring,12834,7,21,0
148,1,rural,summer,16577,8,11,0
446,2,rural,fall,16335,26,19,1
538,3,highway,spring,3166,3,14,1
88,2,highway,winter,6468,20,21,0
320,5,highway,spring,8141,20,14,0
206,2,rural,fall,19065,7,6,0
124,5,highway,winter,10334,24,11,1
179,5,highway,fall,4388,6,13,0
736,2,highway,spring,1340,14,19,0
133,2,rural,summer,14373,20,8,0
71,5,highway,summer,11346,2,12,0
508,3,rural,spring,6399,16,11,0
588,5,highway,spring,1065,10,14,0
756,4,highway,spring,6505,8,19,1
431,5,highway,winter,9656,4,10,0
797,3,highway,fall,10974,24,18,0
489,4,highway,fall,9687,9,20,0
653,1,highway,fall,7726,14,9,0
70,1,rural,spring,9879,27,18,0
352,3,rural,fall,6390,28,11,0
133,5,rural,spring,13613,13,10,1
708,2,highway,winter,4811,3,5,0
502,3,highway,summer,11946,20,16,0
436,4,highway,spring,9348,19,9,1
556,4,rural,spring,19866,1,8,1
306,1,rural,summer,6583,11,4,0
619,4,highway,summer,13098,0,21,0
576,3,highway,winter,17440,23,18,0
211,4,highway,fall,19903,19,13,0
212,3,highway,spring,3080,4,6,0
573,2,highway,fall,14344,5,8,0
320,1,rural,spring,10053,29,16,0
541,4,rural,winter,9886,23,11,1
257,3,highway,summer,15135,10,5,0
588,5,highway,winter,1171,7,12,0
633,1,rural,summer,1277,6,20,0
109,2,highway,fall,3522,3,21,0
479,3,highway,fall,18744,5,16,0
706,2,highway,winter,14317,15,4,0
654,2,highway,summer,14760,19,15,0
358,4,highway,winter,1574,14,8,0
569,4,rural,summer,10408,13,11,0
640,3,highway,summer,9975,22,18,0
76,5,highway,fall,13378,11,6,0
735,3,rural,fall,15620,28,9,0
611,5,highway,summer,2486,11,16,0
248,2,rural,summer,11325,15,15,0
436,1,rural,summer,9693,14,21,1
398,3,highway,fall,17930,28,4,1
742,3,rural,fall,2676,12,10,0
585,5,highway,spring,19222,10,15,0
427,2,rural,summer,10547,29,13,0
607,2,highway,spring,17384,16,15,1
576,5,rural,summer,19117,20,14,1
202,2,rural,fall,5108,14,7,1
783,4,highway,spring,12406,13,9,1
255,1,highway,spring,7734,9,12,0
504,3,rural,winter,7110,11,13,1
322,1,rural,summer,11024,15,8,0
285,3,highway,fall,17484,14,16,0
789,4,rural,winter,13911,9,12,0
570,2,highway,winter,9680,3,5,1
727,5,highway,summer,15725,26,21,1
775,4,highway,winter,10573,22,4,1
550,1,highway,summer,4983,28,15,0
166,5,rural,winter,6401,8,13,1
435,2,highway,summer,6629,20,5,0
393,4,rural,fall,18638,19,12,0
633,5,highway,summer,19348,8,5,0
444,4,highway,summer,10915,20,17,0
113,4,highway,spring,4982,24,14,0
766,2,highway,fall,10186,23,14,1
770,3,highway,fall,7900,19,20,0
121,5,highway,fall,7306,10,7,1
323,2,highway,winter,11016,10,16,0
369,4,highway,spring,7896,6,10,1
387,2,highway,fall,7838,20,19,0
415,3,highway,winter,10450,9,4,0
544,5,rural,winter,13000,3,16,1
656,3,rural,winter,12045,4,4,0
215,1,highway,spring,5741,4,14,0
593,5,highway,winter,5195,10,9,0
60,3,highway,spring,12030,8,6,0
350,4,rural,summer,14812,27,15,1
778,5,highway,winter,19472,15,8,1
151,5,highway,fall,14818,8,12,1
474,2,highway,winter,18666,21,15,0
441,4,highway,summer,11824,29,13,0
263,1,highway,summer,3718,3,8,0
740,3,rural,winter,4516,1,8,0
137,2,highway,summer,3337,13,12,0
602,3,rural,spring,16812,2,20,0
450,1,highway,spring,7534,17,13,0
637,1,highway,winter,7809,20,4,1
95,5,rural,spring,14879,5,19,1
721,1,highway,spring,4739,10,18,0
512,3,rural,fall,12628,20,20,1
641,4,highway,winter,16356,17,16,1
359,4,highway,summer,10111,11,4,1
135,5,rural,winter,4650,4,11,0
141,3,highway,spring,11609,8,8,0
709,3,rural,fall,1946,19,9,0
722,1,highway,winter,12436,27,17,1
763,3,rural,winter,11536,25,14,0
291,2,highway,spring,6968,17,9,0
51,1,highway,spring,14521,18,14,0
274,2,rural,winter,4675,2,16,1
794,5,rural,spring,15890,8,15,0
638,4,rural,spring,5580,3,5,0
165,5,rural,spring,15971,16,6,0
715,4,rural,spring,15393,16,7,0
152,5,highway,spring,17748,22,20,0
243,3,highway,fall,16509,22,9,0
215,2,highway,spring,6717,1,10,0
139,4,highway,summer,6172,8,18,0
735,1,highway,winter,2002,8,14,0
171,2,highway,fall,1910,4,6,0
192,1,highway,fall,4270,14,9,0
155,2,rural,spring,10597,14,5,0
477,2,highway,winter,4501,2,17,0
354,5,highway,summer,1098,18,12,0
366,4,highway,spring,11476,27,21,0
684,4,rural,winter,19925,2,15,1
58,2,rural,spring,6891,5,16,0
122,3,rural,spring,16950,3,15,0
408,3,highway,spring,15408,23,15,0
272,1,highway,spring,12090,12,21,0
465,1,highway,spring,16779,26,12,0
602,5,highway,spring,3250,12,20,1
419,2,highway,spring,10416,26,19,0
765,1,highway,summer,7306,10,20,0
313,1,highway,fall,6929,4,11,0
739,2,rural,summer,8623,0,14,1
367,5,rural,spring,18515,8,5,1
133,1,highway,spring,6952,16,11,0
367,5,highway,summer,17658,21,15,0
160,4,highway,summer,15956,0,4,0
300,5,highway,fall,4519,2,16,0
432,3,rural,summer,12919,14,20,0
56,3,highway,fall,1429,25,17,0
508,5,rural,spring,19896,20,17,1
133,3,highway,winter,6764,25,19,1
257,4,rural,winter,8473,22,20,0
439,2,highway,winter,10197,29,9,0
363,3,rural,winter,11636,9,10,0
71,3,highway,spring,19703,7,4,0
459,5,rural,winter,1684,11,18,1
564,4,highway,summer,17411,24,21,1
176,2,highway,summer,1416,21,16,0
749,5,rural,winter,4074,14,5,1
63,5,rural,summer,3819,26,18,0
61,4,rural,fall,18290,8,15,0
136,2,rural,spring,18125,23,18,0
573,4,rural,winter,5706,24,21,1
586,2,highway,winter,17682,9,17,1
350,4,highway,spring,18407,19,9,0
292,5,highway,summer,5428,8,15,1
171,5,rural,spring,16605,14,9,1
196,1,highway,spring,3388,22,12,0
616,3,highway,summer,3190,20,7,0
799,4,highway,spring,4591,20,20,0
405,1,rural,summer,14460,0,5,1
734,3,highway,summer,1190,1,19,1
782,4,highway,spring,1995,25,17,1
680,2,highway,fall,11585,18,11,1
358,3,highway,summer,17776,29,17,0
744,5,highway,spring,11220,13,5,0
337,1,rural,summer,6373,7,19,0
356,3,rural,fall,5003,5,7,0
643,3,rural,fall,12220,11,4,0
772,5,highway,winter,14464,25,17,1
711,4,rural,summer,1397,26,11,0
598,2,highway,summer,17594,28,6,0
401,5,highway,spring,4195,14,8,0
361,2,rural,summer,3186,13,9,0
108,4,highway,winter,6278,20,11,0
692,3,highway,fall,15650,28,9,1
763,2,rural,fall,17299,0,9,0
84,1,highway,winter,10163,27,7,1
494,1,rural,summer,4680,10,10,1
142,5,highway,summer,4762,27,10,1
256,4,rural,winter,3015,24,6,0
402,5,highway,spring,11736,2,11,0
381,5,highway,fall,14604,18,4,1
774,5,rural,winter,7116,17,4,1
208,1,highway,winter,17876,19,17,0
73,1,highway,summer,4870,27,9,0
453,5,highway,fall,18657,1,13,1
565,1,highway,summer,4316,28,17,0
781,4,highway,winter,2256,24,7,0
413,5,highway,spring,2873,27,9,0
431,1,rural,fall,3076,25,19,0
581,2,highway,winter,4684,6,4,0
201,5,highway,winter,2897,7,9,1
611,5,highway,spring,13174,18,12,1
738,4,highway,winter,10826,21,18,1
657,3,rural,winter,11046,14,15,1
666,3,highway,fall,5035,9,6,1
469,4,rural,fall,15099,21,14,0
299,4,highway,fall,9668,28,18,0
166,4,rural,summer,17618,0,6,0
561,3,highway,spring,1132,5,17,0
789,4,rural,fall,13780,12,5,0
627,1,highway,summer,15246,13,7,0
384,5,highway,summer,4768,2,15,0
467,5,highway,spring,19785,10,5,1
344,2,highway,spring,18547,2,20,0
420,2,rural,winter,15821,18,6,0
235,5,highway,summer,10707,9,13,0
295,1,highway,fall,6091,26,19,0
686,3,rural,spring,16726,14,12,0
317,3,highway,summer,1554,10,14,0
692,1,rural,fall,9072,14,18,0
286,3,rural,summer,14079,25,6,1
579,4,highway,spring,19966,26,19,1
601,5,rural,winter,11083,23,15,1
70,5,highway,summer,8507,12,8,0
786,1,highway,fall,16403,4,10,1
569,3,highway,spring,10284,3,12,0
149,2,highway,winter,4761,12,21,0
527,2,rural,fall,2889,8,11,0
648,3,rural,fall,14439,24,15,0
347,2,highway,fall,11719,16,5,0
575,1,highway,summer,9899,1,13,1
383,1,rural,spring,1044,23,12,0
51,3,highway,fall,2739,4,11,0
424,2,highway,summer,11059,15,4,0
342,1,highway,spring,3127,6,9,0
602,1,rural,spring,7118,0,15,0
367,4,highway,summer,12623,27,20,1
551,4,rural,summer,7280,25,5,1
430,1,rural,fall,8515,11,14,0
672,3,highway,spring,3630,20,21,0
63,5,highway,winter,16980,10,14,0
553,5,rural,summer,15331,11,21,1
280,1,highway,spring,3208,18,11,0
133,1,rural,spring,5897,25,18,0
179,1,rural,fall,12028,11,12,0
792,3,rural,winter,17340,11,18,1
194,4,rural,fall,6414,13,10,0
77,1,rural,winter,4868,1,16,1
115,1,rural,winter,11679,1,16,1
212,2,highway,summer,12576,24,4,0
278,3,highway,spring,18821,28,7,0
310,1,highway,spring,14448,3,7,0
498,2,rural,spring,18030,19,7,0
473,5,highway,winter,14324,22,16,1
509,1,rural,spring,4799,25,5,1
725,1,highway,summer,14620,15,18,0
350,2,rural,winter,8618,9,7,0
352,3,highway,winter,11256,12,9,0
336,1,rural,winter,8453,1,6,0
